"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"18","16","COL4A2","ITGA9_ITGB1",0.000386618039016546,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"19","16","COL4A2","ITGA9_ITGB1",0.00947999340631908,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"21","16","COL4A2","ITGA9_ITGB1",0.0045143880460497,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"22","16","COL4A2","ITGA9_ITGB1",0.000338170416157105,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","COL4A2","ITGA9_ITGB1",0.000327426488246165,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","COL4A2","ITGA9_ITGB1",0.00151145228744936,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MAFhi Macrophage","16","COL4A2","ITGA9_ITGB1",2.78383254211497e-05,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"13","19","COL4A2","ITGA9_ITGB1",0.0165003048368371,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"14","19","COL4A2","ITGA9_ITGB1",8.19073534669617e-05,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","19","COL4A2","ITGA9_ITGB1",0.0367842270897077,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"17","19","COL4A2","ITGA9_ITGB1",0.000433251338404244,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"18","19","COL4A2","ITGA9_ITGB1",0.00165812865101053,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"19","19","COL4A2","ITGA9_ITGB1",0.0394767638725869,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"21","19","COL4A2","ITGA9_ITGB1",0.0191019047950863,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"22","19","COL4A2","ITGA9_ITGB1",0.00145057755177774,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","19","COL4A2","ITGA9_ITGB1",0.00140454127043369,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","19","COL4A2","ITGA9_ITGB1",0.00645842003140608,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MAFhi Macrophage","19","COL4A2","ITGA9_ITGB1",0.00011953419647676,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"13","20","COL4A2","ITGA9_ITGB1",0.00412471740880135,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"14","20","COL4A2","ITGA9_ITGB1",2.02218643497168e-05,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","20","COL4A2","ITGA9_ITGB1",0.00933972962223711,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"17","20","COL4A2","ITGA9_ITGB1",0.000106992454796289,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"18","20","COL4A2","ITGA9_ITGB1",0.000409857050582016,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"19","20","COL4A2","ITGA9_ITGB1",0.0100443288880258,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"21","20","COL4A2","ITGA9_ITGB1",0.00478455334686499,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"22","20","COL4A2","ITGA9_ITGB1",0.000358498360534893,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","20","COL4A2","ITGA9_ITGB1",0.000347108822825916,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","20","COL4A2","ITGA9_ITGB1",0.00160219497406863,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MAFhi Macrophage","20","COL4A2","ITGA9_ITGB1",2.95122807476232e-05,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"13","22","COL4A2","ITGA9_ITGB1",0.00464213399354932,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"14","22","COL4A2","ITGA9_ITGB1",2.27703265484967e-05,0.02,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","22","COL4A2","ITGA9_ITGB1",0.0105044322347306,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"17","22","COL4A2","ITGA9_ITGB1",0.000120474870687918,0.01,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"18","22","COL4A2","ITGA9_ITGB1",0.000461486659520643,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"19","22","COL4A2","ITGA9_ITGB1",0.0112958960332126,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"21","22","COL4A2","ITGA9_ITGB1",0.00538429416332567,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"22","22","COL4A2","ITGA9_ITGB1",0.000403660938392779,0.02,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","22","COL4A2","ITGA9_ITGB1",0.000390837140924488,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","22","COL4A2","ITGA9_ITGB1",0.00180375211560193,0,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MAFhi Macrophage","22","COL4A2","ITGA9_ITGB1",3.32315295651243e-05,0.01,"COL4A2_ITGA9_ITGB1","COL4A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"21","16","COL4A5","ITGA9_ITGB1",0.000106501798068753,0,"COL4A5_ITGA9_ITGB1","COL4A5 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"21","19","COL4A5","ITGA9_ITGB1",0.000457186588323675,0,"COL4A5_ITGA9_ITGB1","COL4A5 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"21","20","COL4A5","ITGA9_ITGB1",0.000112905357972775,0,"COL4A5_ITGA9_ITGB1","COL4A5 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"21","22","COL4A5","ITGA9_ITGB1",0.000127132780451704,0,"COL4A5_ITGA9_ITGB1","COL4A5 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"12","16","COL6A1","ITGA9_ITGB1",4.90505957668138e-05,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"13","16","COL6A1","ITGA9_ITGB1",0.000639494390234475,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"14","16","COL6A1","ITGA9_ITGB1",0.000358639752220633,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","16","COL6A1","ITGA9_ITGB1",0.00753386172376989,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"17","16","COL6A1","ITGA9_ITGB1",0.000287658748429054,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"18","16","COL6A1","ITGA9_ITGB1",0.000187354177703027,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"19","16","COL6A1","ITGA9_ITGB1",0.00249464920716932,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"20","16","COL6A1","ITGA9_ITGB1",0.00162562050686138,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"21","16","COL6A1","ITGA9_ITGB1",0.00751571501139182,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"22","16","COL6A1","ITGA9_ITGB1",0.000757309595649587,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"DUSP4hi CD4+ T","16","COL6A1","ITGA9_ITGB1",0.000338053504809593,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","COL6A1","ITGA9_ITGB1",0.000619277923055925,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","COL6A1","ITGA9_ITGB1",0.00093831658546604,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MAFhi Macrophage","16","COL6A1","ITGA9_ITGB1",0.000702157592630068,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"12","19","COL6A1","ITGA9_ITGB1",0.000210602247580549,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"13","19","COL6A1","ITGA9_ITGB1",0.00274038558244992,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"14","19","COL6A1","ITGA9_ITGB1",0.00153827688678912,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","19","COL6A1","ITGA9_ITGB1",0.0315689077718979,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"17","19","COL6A1","ITGA9_ITGB1",0.00123411354404155,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"18","19","COL6A1","ITGA9_ITGB1",0.000804052312532732,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"19","19","COL6A1","ITGA9_ITGB1",0.0106253662098201,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"20","19","COL6A1","ITGA9_ITGB1",0.00694366107993033,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"21","19","COL6A1","ITGA9_ITGB1",0.0314947053248566,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"22","19","COL6A1","ITGA9_ITGB1",0.00324399536802188,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"DUSP4hi CD4+ T","19","COL6A1","ITGA9_ITGB1",0.00145007661994717,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","19","COL6A1","ITGA9_ITGB1",0.00265392958750308,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","19","COL6A1","ITGA9_ITGB1",0.00401696378681766,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MAFhi Macrophage","19","COL6A1","ITGA9_ITGB1",0.0030082926167639,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"12","20","COL6A1","ITGA9_ITGB1",5.20000066354757e-05,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"13","20","COL6A1","ITGA9_ITGB1",0.000677923099218645,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"14","20","COL6A1","ITGA9_ITGB1",0.000380197671934788,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","20","COL6A1","ITGA9_ITGB1",0.00798327946302721,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"17","20","COL6A1","ITGA9_ITGB1",0.000304951284936863,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"18","20","COL6A1","ITGA9_ITGB1",0.000198618127024394,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"19","20","COL6A1","ITGA9_ITGB1",0.00264426352200816,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"20","20","COL6A1","ITGA9_ITGB1",0.0017232056533628,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"21","20","COL6A1","ITGA9_ITGB1",0.00796405893071643,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"22","20","COL6A1","ITGA9_ITGB1",0.000802812407649963,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"DUSP4hi CD4+ T","20","COL6A1","ITGA9_ITGB1",0.000358374423985688,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","20","COL6A1","ITGA9_ITGB1",0.000656492575443087,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","20","COL6A1","ITGA9_ITGB1",0.000994684344010203,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MAFhi Macrophage","20","COL6A1","ITGA9_ITGB1",0.000744349074856594,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"12","22","COL6A1","ITGA9_ITGB1",5.85530774560058e-05,0.01,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"13","22","COL6A1","ITGA9_ITGB1",0.000763295147854036,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"14","22","COL6A1","ITGA9_ITGB1",0.000428092695093555,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","22","COL6A1","ITGA9_ITGB1",0.0089803605675231,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"17","22","COL6A1","ITGA9_ITGB1",0.000343370475493612,0.02,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"18","22","COL6A1","ITGA9_ITGB1",0.000223643965457421,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"19","22","COL6A1","ITGA9_ITGB1",0.00297652271912046,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"20","22","COL6A1","ITGA9_ITGB1",0.00193995643514509,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"21","22","COL6A1","ITGA9_ITGB1",0.0089587611433734,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"22","22","COL6A1","ITGA9_ITGB1",0.000903897760905324,0.01,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"DUSP4hi CD4+ T","22","COL6A1","ITGA9_ITGB1",0.000403521394981085,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","22","COL6A1","ITGA9_ITGB1",0.000739167836721434,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","22","COL6A1","ITGA9_ITGB1",0.00111990198998506,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MAFhi Macrophage","22","COL6A1","ITGA9_ITGB1",0.000838079248069062,0,"COL6A1_ITGA9_ITGB1","COL6A1 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"13","16","COL6A2","ITGA9_ITGB1",0.00140038592503842,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"14","16","COL6A2","ITGA9_ITGB1",3.40161541133296e-05,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"15","16","COL6A2","ITGA9_ITGB1",0.000536007929339968,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","16","COL6A2","ITGA9_ITGB1",0.00703547247067026,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"17","16","COL6A2","ITGA9_ITGB1",2.48199593150338e-05,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"19","16","COL6A2","ITGA9_ITGB1",0.00348896525559245,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"20","16","COL6A2","ITGA9_ITGB1",5.93616729963349e-05,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"21","16","COL6A2","ITGA9_ITGB1",0.00799927533319089,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"22","16","COL6A2","ITGA9_ITGB1",0.000404888201332871,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","16","COL6A2","ITGA9_ITGB1",0.000131469799586043,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","16","COL6A2","ITGA9_ITGB1",0.000674097113734111,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MAFhi Macrophage","16","COL6A2","ITGA9_ITGB1",0.000419620234538959,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"13","19","COL6A2","ITGA9_ITGB1",0.00598601393473113,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"14","19","COL6A2","ITGA9_ITGB1",0.000146058027779947,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"15","19","COL6A2","ITGA9_ITGB1",0.00229770314815129,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","19","COL6A2","ITGA9_ITGB1",0.0295278282155991,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"17","19","COL6A2","ITGA9_ITGB1",0.000106574779413974,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"19","19","COL6A2","ITGA9_ITGB1",0.0148122966142138,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"20","19","COL6A2","ITGA9_ITGB1",0.000254864940784936,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"21","19","COL6A2","ITGA9_ITGB1",0.0334690441328526,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"22","19","COL6A2","ITGA9_ITGB1",0.00173638140586493,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"gamma-delta T","19","COL6A2","ITGA9_ITGB1",0.000564321810142812,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"IL10hi Macrophage","19","COL6A2","ITGA9_ITGB1",0.00288833793269961,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"MAFhi Macrophage","19","COL6A2","ITGA9_ITGB1",0.00179947318378818,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"13","20","COL6A2","ITGA9_ITGB1",0.00148447046149438,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"14","20","COL6A2","ITGA9_ITGB1",3.60615770532807e-05,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"15","20","COL6A2","ITGA9_ITGB1",0.000568221431479197,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"16","20","COL6A2","ITGA9_ITGB1",0.00745538311124087,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"17","20","COL6A2","ITGA9_ITGB1",2.63124210712569e-05,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"19","20","COL6A2","ITGA9_ITGB1",0.00369799169553672,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"20","20","COL6A2","ITGA9_ITGB1",6.29310496135259e-05,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"21","20","COL6A2","ITGA9_ITGB1",0.00847621929364004,0,"COL6A2_ITGA9_ITGB1","COL6A2 - (ITGA9+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
